Ubigeo,Departamento,Year,Variable,Value
190000,PASCO,1811,gdp_sqkm,3349.649939
200000,PIURA,1811,gdp_sqkm,973.4149096
210000,PUNO,1811,gdp_sqkm,1316.163703
220000,SAN MARTIN,1811,gdp_sqkm,668.1531431
230000,TACNA,1811,gdp_sqkm,1064.835003
240000,TUMBES,1811,gdp_sqkm,562.9217093
250000,UCAYALI,1811,gdp_sqkm,476.2455069
10000,AMAZONAS,1812,gdp_sqkm,977.3033926
20000,ANCASH,1812,gdp_sqkm,1906.133203
30000,APURIMAC,1812,gdp_sqkm,3000.98728
40000,AREQUIPA,1812,gdp_sqkm,1295.277198
50000,AYACUCHO,1812,gdp_sqkm,1902.462182
60000,CAJAMARCA,1812,gdp_sqkm,1873.510146
80000,CUSCO,1812,gdp_sqkm,1896.22676
90000,HUANCAVELICA,1812,gdp_sqkm,2074.376442
100000,HUANUCO,1812,gdp_sqkm,683.1449647
110000,ICA,1812,gdp_sqkm,969.1389692
120000,JUNIN,1812,gdp_sqkm,853.0442021
130000,LA LIBERTAD,1812,gdp_sqkm,2607.651231
140000,LAMBAYEQUE,1812,gdp_sqkm,2460.723407
150000,LIMA,1812,gdp_sqkm,4515.731528
160000,LORETO,1812,gdp_sqkm,93.82561215
170000,MADRE DE DIOS,1812,gdp_sqkm,413.2565358
180000,MOQUEGUA,1812,gdp_sqkm,1802.479744
190000,PASCO,1812,gdp_sqkm,3046.232921
200000,PIURA,1812,gdp_sqkm,974.3343558
210000,PUNO,1812,gdp_sqkm,1354.003184
220000,SAN MARTIN,1812,gdp_sqkm,662.2803517
230000,TACNA,1812,gdp_sqkm,1032.301488
240000,TUMBES,1812,gdp_sqkm,556.0672593
250000,UCAYALI,1812,gdp_sqkm,476.0990225
10000,AMAZONAS,1813,gdp_sqkm,951.8251209
20000,ANCASH,1813,gdp_sqkm,1882.126207
30000,APURIMAC,1813,gdp_sqkm,2916.568361
40000,AREQUIPA,1813,gdp_sqkm,1256.694205
50000,AYACUCHO,1813,gdp_sqkm,1805.577111
60000,CAJAMARCA,1813,gdp_sqkm,1852.200049
80000,CUSCO,1813,gdp_sqkm,1827.894504
90000,HUANCAVELICA,1813,gdp_sqkm,1981.02521
100000,HUANUCO,1813,gdp_sqkm,661.373814
110000,ICA,1813,gdp_sqkm,922.390499
120000,JUNIN,1813,gdp_sqkm,822.7914529
130000,LA LIBERTAD,1813,gdp_sqkm,2693.313676
140000,LAMBAYEQUE,1813,gdp_sqkm,2435.395017
150000,LIMA,1813,gdp_sqkm,4430.337364
160000,LORETO,1813,gdp_sqkm,93.48130056
170000,MADRE DE DIOS,1813,gdp_sqkm,411.7325127
180000,MOQUEGUA,1813,gdp_sqkm,1743.435186
190000,PASCO,1813,gdp_sqkm,2708.254972
200000,PIURA,1813,gdp_sqkm,949.9829624
210000,PUNO,1813,gdp_sqkm,1335.762613
220000,SAN MARTIN,1813,gdp_sqkm,643.0815916
230000,TACNA,1813,gdp_sqkm,982.599235
240000,TUMBES,1813,gdp_sqkm,534.0044982
250000,UCAYALI,1813,gdp_sqkm,475.9427724
10000,AMAZONAS,1814,gdp_sqkm,934.8820702
20000,ANCASH,1814,gdp_sqkm,1915.63017
30000,APURIMAC,1814,gdp_sqkm,2869.14254
40000,AREQUIPA,1814,gdp_sqkm,1277.264434
50000,AYACUCHO,1814,gdp_sqkm,1770.862813
60000,CAJAMARCA,1814,gdp_sqkm,1852.740305
80000,CUSCO,1814,gdp_sqkm,1831.256245
90000,HUANCAVELICA,1814,gdp_sqkm,1894.135365
100000,HUANUCO,1814,gdp_sqkm,678.1478643
110000,ICA,1814,gdp_sqkm,902.8180973
120000,JUNIN,1814,gdp_sqkm,805.8264512
130000,LA LIBERTAD,1814,gdp_sqkm,2659.778241
140000,LAMBAYEQUE,1814,gdp_sqkm,2540.578191
150000,LIMA,1814,gdp_sqkm,4557.512855
160000,LORETO,1814,gdp_sqkm,93.5436562
170000,MADRE DE DIOS,1814,gdp_sqkm,412.3421219
180000,MOQUEGUA,1814,gdp_sqkm,1678.797601
190000,PASCO,1814,gdp_sqkm,2612.88278
200000,PIURA,1814,gdp_sqkm,943.1010469
210000,PUNO,1814,gdp_sqkm,1303.520689
220000,SAN MARTIN,1814,gdp_sqkm,652.4273295
230000,TACNA,1814,gdp_sqkm,988.3843533
240000,TUMBES,1814,gdp_sqkm,536.574917
250000,UCAYALI,1814,gdp_sqkm,476.1185537
10000,AMAZONAS,1815,gdp_sqkm,925.0984138
20000,ANCASH,1815,gdp_sqkm,1948.410024
30000,APURIMAC,1815,gdp_sqkm,2848.851371
40000,AREQUIPA,1815,gdp_sqkm,1309.011734
50000,AYACUCHO,1815,gdp_sqkm,1735.760519
60000,CAJAMARCA,1815,gdp_sqkm,1880.50346
80000,CUSCO,1815,gdp_sqkm,1836.451664
90000,HUANCAVELICA,1815,gdp_sqkm,1824.957854
100000,HUANUCO,1815,gdp_sqkm,690.356996
110000,ICA,1815,gdp_sqkm,884.5599096
120000,JUNIN,1815,gdp_sqkm,793.9599738
130000,LA LIBERTAD,1815,gdp_sqkm,2581.842674
140000,LAMBAYEQUE,1815,gdp_sqkm,2614.8748
150000,LIMA,1815,gdp_sqkm,4663.225335
160000,LORETO,1815,gdp_sqkm,93.58432292
170000,MADRE DE DIOS,1815,gdp_sqkm,412.7407126
180000,MOQUEGUA,1815,gdp_sqkm,1633.67205
190000,PASCO,1815,gdp_sqkm,2315.219259
200000,PIURA,1815,gdp_sqkm,949.4535843
210000,PUNO,1815,gdp_sqkm,1266.337988
220000,SAN MARTIN,1815,gdp_sqkm,659.6268645
230000,TACNA,1815,gdp_sqkm,991.059193
240000,TUMBES,1815,gdp_sqkm,538.5027311
250000,UCAYALI,1815,gdp_sqkm,476.2552726
10000,AMAZONAS,1816,gdp_sqkm,938.9076371
20000,ANCASH,1816,gdp_sqkm,2034.216932
30000,APURIMAC,1816,gdp_sqkm,2908.576321
40000,AREQUIPA,1816,gdp_sqkm,1379.405175
50000,AYACUCHO,1816,gdp_sqkm,1791.221231
60000,CAJAMARCA,1816,gdp_sqkm,1949.566182
80000,CUSCO,1816,gdp_sqkm,1889.142099
90000,HUANCAVELICA,1816,gdp_sqkm,1803.811496
100000,HUANUCO,1816,gdp_sqkm,717.9896102
110000,ICA,1816,gdp_sqkm,889.6290208
120000,JUNIN,1816,gdp_sqkm,802.7357527
130000,LA LIBERTAD,1816,gdp_sqkm,2613.338527
140000,LAMBAYEQUE,1816,gdp_sqkm,2757.558062
150000,LIMA,1816,gdp_sqkm,4914.657347
160000,LORETO,1816,gdp_sqkm,93.85001218
170000,MADRE DE DIOS,1816,gdp_sqkm,414.182673
180000,MOQUEGUA,1816,gdp_sqkm,1633.036479
190000,PASCO,1816,gdp_sqkm,2265.715219
200000,PIURA,1816,gdp_sqkm,977.3434524
210000,PUNO,1816,gdp_sqkm,1344.420167
220000,SAN MARTIN,1816,gdp_sqkm,678.3183402
230000,TACNA,1816,gdp_sqkm,1016.190245
240000,TUMBES,1816,gdp_sqkm,554.3536468
250000,UCAYALI,1816,gdp_sqkm,476.5384759
10000,AMAZONAS,1817,gdp_sqkm,913.7096263
20000,ANCASH,1817,gdp_sqkm,2046.303981
30000,APURIMAC,1817,gdp_sqkm,2843.539297
40000,AREQUIPA,1817,gdp_sqkm,1375.837353
50000,AYACUCHO,1817,gdp_sqkm,1771.11387
60000,CAJAMARCA,1817,gdp_sqkm,1948.335598
80000,CUSCO,1817,gdp_sqkm,1859.442085
90000,HUANCAVELICA,1817,gdp_sqkm,1714.752793
100000,HUANUCO,1817,gdp_sqkm,718.4217919
110000,ICA,1817,gdp_sqkm,856.9144789
120000,JUNIN,1817,gdp_sqkm,780.4015083
130000,LA LIBERTAD,1817,gdp_sqkm,2635.617038
140000,LAMBAYEQUE,1817,gdp_sqkm,2803.149163
150000,LIMA,1817,gdp_sqkm,4966.655067
160000,LORETO,1817,gdp_sqkm,93.71445644
170000,MADRE DE DIOS,1817,gdp_sqkm,413.9013149
180000,MOQUEGUA,1817,gdp_sqkm,1578.377361
190000,PASCO,1817,gdp_sqkm,2125.913251
200000,PIURA,1817,gdp_sqkm,963.0781053
210000,PUNO,1817,gdp_sqkm,1368.18366
220000,SAN MARTIN,1817,gdp_sqkm,675.7233859
230000,TACNA,1817,gdp_sqkm,994.4182939
240000,TUMBES,1817,gdp_sqkm,542.5725608
250000,UCAYALI,1817,gdp_sqkm,476.5677727
10000,AMAZONAS,1818,gdp_sqkm,927.6717193
20000,ANCASH,1818,gdp_sqkm,2133.308454
30000,APURIMAC,1818,gdp_sqkm,2903.934237
40000,AREQUIPA,1818,gdp_sqkm,1388.829908
50000,AYACUCHO,1818,gdp_sqkm,1810.461305
60000,CAJAMARCA,1818,gdp_sqkm,2015.837581
80000,CUSCO,1818,gdp_sqkm,1915.869332
90000,HUANCAVELICA,1818,gdp_sqkm,1689.042797
100000,HUANUCO,1818,gdp_sqkm,746.2975083
110000,ICA,1818,gdp_sqkm,860.0592053
120000,JUNIN,1818,gdp_sqkm,788.6809706
130000,LA LIBERTAD,1818,gdp_sqkm,2517.517395
140000,LAMBAYEQUE,1818,gdp_sqkm,2949.631683
150000,LIMA,1818,gdp_sqkm,5172.499645
160000,LORETO,1818,gdp_sqkm,93.99370127
170000,MADRE DE DIOS,1818,gdp_sqkm,415.284659
180000,MOQUEGUA,1818,gdp_sqkm,1573.356349
190000,PASCO,1818,gdp_sqkm,2098.184595
200000,PIURA,1818,gdp_sqkm,992.1103157
210000,PUNO,1818,gdp_sqkm,1341.763194
220000,SAN MARTIN,1818,gdp_sqkm,695.9172036
230000,TACNA,1818,gdp_sqkm,1020.60684
240000,TUMBES,1818,gdp_sqkm,559.2802827
250000,UCAYALI,1818,gdp_sqkm,476.8412104
10000,AMAZONAS,1819,gdp_sqkm,877.5304805
20000,ANCASH,1819,gdp_sqkm,2064.601657
30000,APURIMAC,1819,gdp_sqkm,2799.511289
40000,AREQUIPA,1819,gdp_sqkm,1308.995947
50000,AYACUCHO,1819,gdp_sqkm,1680.733451
60000,CAJAMARCA,1819,gdp_sqkm,1944.853949
80000,CUSCO,1819,gdp_sqkm,1808.279715
90000,HUANCAVELICA,1819,gdp_sqkm,1569.755647
100000,HUANUCO,1819,gdp_sqkm,697.163857
110000,ICA,1819,gdp_sqkm,798.9482533
120000,JUNIN,1819,gdp_sqkm,751.2993111
130000,LA LIBERTAD,1819,gdp_sqkm,2334.03346
140000,LAMBAYEQUE,1819,gdp_sqkm,2808.636981
150000,LIMA,1819,gdp_sqkm,4939.840613
160000,LORETO,1819,gdp_sqkm,93.43250049
170000,MADRE DE DIOS,1819,gdp_sqkm,412.2835056
180000,MOQUEGUA,1819,gdp_sqkm,1496.579356
190000,PASCO,1819,gdp_sqkm,2393.81042
200000,PIURA,1819,gdp_sqkm,945.4971794
210000,PUNO,1819,gdp_sqkm,1308.446539
220000,SAN MARTIN,1819,gdp_sqkm,660.0365941
230000,TACNA,1819,gdp_sqkm,945.7113301
240000,TUMBES,1819,gdp_sqkm,525.4364357
250000,UCAYALI,1819,gdp_sqkm,476.3919914
10000,AMAZONAS,1820,gdp_sqkm,778.8276557
20000,ANCASH,1820,gdp_sqkm,1878.644914
30000,APURIMAC,1820,gdp_sqkm,2636.129096
40000,AREQUIPA,1820,gdp_sqkm,1133.004452
50000,AYACUCHO,1820,gdp_sqkm,1442.571916
60000,CAJAMARCA,1820,gdp_sqkm,1787.999631
80000,CUSCO,1820,gdp_sqkm,1569.068196
90000,HUANCAVELICA,1820,gdp_sqkm,1407.226904
100000,HUANUCO,1820,gdp_sqkm,571.5070421
110000,ICA,1820,gdp_sqkm,704.4656523
120000,JUNIN,1820,gdp_sqkm,694.6064261
130000,LA LIBERTAD,1820,gdp_sqkm,2016.721566
140000,LAMBAYEQUE,1820,gdp_sqkm,2368.274785
150000,LIMA,1820,gdp_sqkm,4025.688075
160000,LORETO,1820,gdp_sqkm,92.23147661
170000,MADRE DE DIOS,1820,gdp_sqkm,405.3316153
180000,MOQUEGUA,1820,gdp_sqkm,1399.146301
190000,PASCO,1820,gdp_sqkm,3130.737397
200000,PIURA,1820,gdp_sqkm,849.2060861
210000,PUNO,1820,gdp_sqkm,1311.461756
220000,SAN MARTIN,1820,gdp_sqkm,568.0035137
230000,TACNA,1820,gdp_sqkm,782.1106724
240000,TUMBES,1820,gdp_sqkm,452.1795009
250000,UCAYALI,1820,gdp_sqkm,475.2298813
10000,AMAZONAS,1821,gdp_sqkm,636.0728991
20000,ANCASH,1821,gdp_sqkm,1624.009224
30000,APURIMAC,1821,gdp_sqkm,2315.921054
40000,AREQUIPA,1821,gdp_sqkm,908.5789855
50000,AYACUCHO,1821,gdp_sqkm,1130.919233
60000,CAJAMARCA,1821,gdp_sqkm,1556.079748
80000,CUSCO,1821,gdp_sqkm,1259.454588
90000,HUANCAVELICA,1821,gdp_sqkm,1241.670797
100000,HUANUCO,1821,gdp_sqkm,439.6646274
110000,ICA,1821,gdp_sqkm,649.2217271
120000,JUNIN,1821,gdp_sqkm,642.8090271
130000,LA LIBERTAD,1821,gdp_sqkm,1663.560096
140000,LAMBAYEQUE,1821,gdp_sqkm,1860.440573
150000,LIMA,1821,gdp_sqkm,2943.351389
160000,LORETO,1821,gdp_sqkm,91.54285344
170000,MADRE DE DIOS,1821,gdp_sqkm,397.6528831
180000,MOQUEGUA,1821,gdp_sqkm,1236.503647
190000,PASCO,1821,gdp_sqkm,687.7789178
200000,PIURA,1821,gdp_sqkm,703.0977257
210000,PUNO,1821,gdp_sqkm,1140.027265
220000,SAN MARTIN,1821,gdp_sqkm,461.2591884
230000,TACNA,1821,gdp_sqkm,679.7202989
240000,TUMBES,1821,gdp_sqkm,357.0740066
250000,UCAYALI,1821,gdp_sqkm,473.8919899
10000,AMAZONAS,1822,gdp_sqkm,597.244013
20000,ANCASH,1822,gdp_sqkm,1580.367736
30000,APURIMAC,1822,gdp_sqkm,2184.937731
40000,AREQUIPA,1822,gdp_sqkm,884.7093101
50000,AYACUCHO,1822,gdp_sqkm,1088.37653
60000,CAJAMARCA,1822,gdp_sqkm,1481.884594
80000,CUSCO,1822,gdp_sqkm,1220.50284
90000,HUANCAVELICA,1822,gdp_sqkm,1116.238551
100000,HUANUCO,1822,gdp_sqkm,429.4003133
110000,ICA,1822,gdp_sqkm,592.3819707
120000,JUNIN,1822,gdp_sqkm,599.471569
130000,LA LIBERTAD,1822,gdp_sqkm,1592.292394
140000,LAMBAYEQUE,1822,gdp_sqkm,1847.494952
150000,LIMA,1822,gdp_sqkm,2918.597384
160000,LORETO,1822,gdp_sqkm,91.05214165
170000,MADRE DE DIOS,1822,gdp_sqkm,396.5157274
180000,MOQUEGUA,1822,gdp_sqkm,1139.388377
190000,PASCO,1822,gdp_sqkm,632.6812002
200000,PIURA,1822,gdp_sqkm,670.6106265
210000,PUNO,1822,gdp_sqkm,1085.84292
220000,SAN MARTIN,1822,gdp_sqkm,457.1423811
230000,TACNA,1822,gdp_sqkm,634.9322861
240000,TUMBES,1822,gdp_sqkm,346.57813
250000,UCAYALI,1822,gdp_sqkm,473.7748024
10000,AMAZONAS,1823,gdp_sqkm,606.8238431
20000,ANCASH,1823,gdp_sqkm,1682.355693
30000,APURIMAC,1823,gdp_sqkm,2270.361637
40000,AREQUIPA,1823,gdp_sqkm,927.5389591
50000,AYACUCHO,1823,gdp_sqkm,1116.33512
60000,CAJAMARCA,1823,gdp_sqkm,1562.082592
80000,CUSCO,1823,gdp_sqkm,1270.553891
90000,HUANCAVELICA,1823,gdp_sqkm,1099.836568
100000,HUANUCO,1823,gdp_sqkm,442.2036946
110000,ICA,1823,gdp_sqkm,566.9894783
120000,JUNIN,1823,gdp_sqkm,612.2178802
130000,LA LIBERTAD,1823,gdp_sqkm,1664.226883
140000,LAMBAYEQUE,1823,gdp_sqkm,1961.683775
150000,LIMA,1823,gdp_sqkm,3060.539426
160000,LORETO,1823,gdp_sqkm,91.01960827
170000,MADRE DE DIOS,1823,gdp_sqkm,397.4535878
180000,MOQUEGUA,1823,gdp_sqkm,1172.755862
190000,PASCO,1823,gdp_sqkm,622.2929431
200000,PIURA,1823,gdp_sqkm,700.2000771
210000,PUNO,1823,gdp_sqkm,1150.670085
220000,SAN MARTIN,1823,gdp_sqkm,464.8296895
230000,TACNA,1823,gdp_sqkm,622.9888161
240000,TUMBES,1823,gdp_sqkm,357.5024098
250000,UCAYALI,1823,gdp_sqkm,473.9505837
10000,AMAZONAS,1824,gdp_sqkm,584.3520075
20000,ANCASH,1824,gdp_sqkm,1645.175485
30000,APURIMAC,1824,gdp_sqkm,2138.421184
40000,AREQUIPA,1824,gdp_sqkm,925.9129164
50000,AYACUCHO,1824,gdp_sqkm,1090.681687
60000,CAJAMARCA,1824,gdp_sqkm,1515.050308
80000,CUSCO,1824,gdp_sqkm,1253.050609
90000,HUANCAVELICA,1824,gdp_sqkm,1013.714859
100000,HUANUCO,1824,gdp_sqkm,450.8473276
110000,ICA,1824,gdp_sqkm,535.1667245
120000,JUNIN,1824,gdp_sqkm,585.4393468
130000,LA LIBERTAD,1824,gdp_sqkm,1600.176163
140000,LAMBAYEQUE,1824,gdp_sqkm,1966.960523
150000,LIMA,1824,gdp_sqkm,3146.935197
160000,LORETO,1824,gdp_sqkm,91.00334158
170000,MADRE DE DIOS,1824,gdp_sqkm,397.371525
180000,MOQUEGUA,1824,gdp_sqkm,1086.69953
190000,PASCO,1824,gdp_sqkm,605.3920479
200000,PIURA,1824,gdp_sqkm,678.5512983
210000,PUNO,1824,gdp_sqkm,1096.246911
220000,SAN MARTIN,1824,gdp_sqkm,471.3658527
230000,TACNA,1824,gdp_sqkm,622.2423492
240000,TUMBES,1824,gdp_sqkm,350.2195566
250000,UCAYALI,1824,gdp_sqkm,473.970115
10000,AMAZONAS,1825,gdp_sqkm,608.7347135
20000,ANCASH,1825,gdp_sqkm,1726.554188
30000,APURIMAC,1825,gdp_sqkm,2193.695476
40000,AREQUIPA,1825,gdp_sqkm,991.6492446
50000,AYACUCHO,1825,gdp_sqkm,1155.134795
60000,CAJAMARCA,1825,gdp_sqkm,1579.28074
80000,CUSCO,1825,gdp_sqkm,1331.412524
90000,HUANCAVELICA,1825,gdp_sqkm,1017.91702
100000,HUANUCO,1825,gdp_sqkm,484.449451
110000,ICA,1825,gdp_sqkm,542.3479654
120000,JUNIN,1825,gdp_sqkm,609.1271818
130000,LA LIBERTAD,1825,gdp_sqkm,1630.29922
140000,LAMBAYEQUE,1825,gdp_sqkm,2068.625865
150000,LIMA,1825,gdp_sqkm,3417.912857
160000,LORETO,1825,gdp_sqkm,91.52116452
170000,MADRE DE DIOS,1825,gdp_sqkm,399.1417366
180000,MOQUEGUA,1825,gdp_sqkm,1092.038327
190000,PASCO,1825,gdp_sqkm,643.8285992
200000,PIURA,1825,gdp_sqkm,709.7288832
210000,PUNO,1825,gdp_sqkm,1142.773799
220000,SAN MARTIN,1825,gdp_sqkm,494.2912013
230000,TACNA,1825,gdp_sqkm,671.1981353
240000,TUMBES,1825,gdp_sqkm,370.7829067
250000,UCAYALI,1825,gdp_sqkm,474.2533183
10000,AMAZONAS,1826,gdp_sqkm,575.0779165
20000,ANCASH,1826,gdp_sqkm,1718.115534
30000,APURIMAC,1826,gdp_sqkm,2202.213939
40000,AREQUIPA,1826,gdp_sqkm,962.1594605
50000,AYACUCHO,1826,gdp_sqkm,1128.591252
60000,CAJAMARCA,1826,gdp_sqkm,1566.554711
80000,CUSCO,1826,gdp_sqkm,1290.488184
90000,HUANCAVELICA,1826,gdp_sqkm,1005.762383
100000,HUANUCO,1826,gdp_sqkm,446.1473522
110000,ICA,1826,gdp_sqkm,566.0976902
120000,JUNIN,1826,gdp_sqkm,639.7408884
130000,LA LIBERTAD,1826,gdp_sqkm,1590.292035
140000,LAMBAYEQUE,1826,gdp_sqkm,1924.254044
150000,LIMA,1826,gdp_sqkm,3186.713309
160000,LORETO,1826,gdp_sqkm,91.88716503
170000,MADRE DE DIOS,1826,gdp_sqkm,397.3598018
180000,MOQUEGUA,1826,gdp_sqkm,1073.543207
190000,PASCO,1826,gdp_sqkm,710.7129931
200000,PIURA,1826,gdp_sqkm,692.2872673
210000,PUNO,1826,gdp_sqkm,1200.54058
220000,SAN MARTIN,1826,gdp_sqkm,459.0934746
230000,TACNA,1826,gdp_sqkm,686.2518841
240000,TUMBES,1826,gdp_sqkm,359.0018207
250000,UCAYALI,1826,gdp_sqkm,473.7943336
10000,AMAZONAS,1827,gdp_sqkm,593.9573159
20000,ANCASH,1827,gdp_sqkm,1792.698754
30000,APURIMAC,1827,gdp_sqkm,2222.026542
40000,AREQUIPA,1827,gdp_sqkm,1013.782369
50000,AYACUCHO,1827,gdp_sqkm,1162.780613
60000,CAJAMARCA,1827,gdp_sqkm,1618.239199
80000,CUSCO,1827,gdp_sqkm,1347.679463
90000,HUANCAVELICA,1827,gdp_sqkm,1002.057252
100000,HUANUCO,1827,gdp_sqkm,472.0782512
110000,ICA,1827,gdp_sqkm,575.0625073
120000,JUNIN,1827,gdp_sqkm,659.1423533
130000,LA LIBERTAD,1827,gdp_sqkm,1656.303891
140000,LAMBAYEQUE,1827,gdp_sqkm,2027.326518
150000,LIMA,1827,gdp_sqkm,3403.632801
160000,LORETO,1827,gdp_sqkm,92.26943222
170000,MADRE DE DIOS,1827,gdp_sqkm,398.8838249
180000,MOQUEGUA,1827,gdp_sqkm,1080.280261
190000,PASCO,1827,gdp_sqkm,738.841197
200000,PIURA,1827,gdp_sqkm,710.9269494
210000,PUNO,1827,gdp_sqkm,1245.425518
220000,SAN MARTIN,1827,gdp_sqkm,473.6876539
230000,TACNA,1827,gdp_sqkm,714.6176255
240000,TUMBES,1827,gdp_sqkm,369.2834958
250000,UCAYALI,1827,gdp_sqkm,474.0189431
10000,AMAZONAS,1828,gdp_sqkm,595.3331426
20000,ANCASH,1828,gdp_sqkm,1822.888526
30000,APURIMAC,1828,gdp_sqkm,2184.698449
40000,AREQUIPA,1828,gdp_sqkm,1047.724038
50000,AYACUCHO,1828,gdp_sqkm,1182.089157
60000,CAJAMARCA,1828,gdp_sqkm,1618.17917
80000,CUSCO,1828,gdp_sqkm,1389.840146
90000,HUANCAVELICA,1828,gdp_sqkm,986.4234052
100000,HUANUCO,1828,gdp_sqkm,506.3016356
110000,ICA,1828,gdp_sqkm,547.0415869
120000,JUNIN,1828,gdp_sqkm,642.1096719
130000,LA LIBERTAD,1828,gdp_sqkm,1676.150593
140000,LAMBAYEQUE,1828,gdp_sqkm,2066.585522
150000,LIMA,1828,gdp_sqkm,3610.936863
160000,LORETO,1828,gdp_sqkm,92.27485445
170000,MADRE DE DIOS,1828,gdp_sqkm,400.2437225
180000,MOQUEGUA,1828,gdp_sqkm,1057.590372
190000,PASCO,1828,gdp_sqkm,731.329688
200000,PIURA,1828,gdp_sqkm,716.1371446
210000,PUNO,1828,gdp_sqkm,1210.15345
220000,SAN MARTIN,1828,gdp_sqkm,501.4126926
230000,TACNA,1828,gdp_sqkm,736.2029594
240000,TUMBES,1828,gdp_sqkm,372.2823177
250000,UCAYALI,1828,gdp_sqkm,474.2826152
10000,AMAZONAS,1829,gdp_sqkm,565.4980864
20000,ANCASH,1829,gdp_sqkm,1859.511728
30000,APURIMAC,1829,gdp_sqkm,2222.217968
40000,AREQUIPA,1829,gdp_sqkm,1032.395033
50000,AYACUCHO,1829,gdp_sqkm,1155.180441
60000,CAJAMARCA,1829,gdp_sqkm,1616.018146
80000,CUSCO,1829,gdp_sqkm,1386.797909
90000,HUANCAVELICA,1829,gdp_sqkm,961.3008083
100000,HUANUCO,1829,gdp_sqkm,484.2063488
110000,ICA,1829,gdp_sqkm,496.209666
120000,JUNIN,1829,gdp_sqkm,636.9434679
130000,LA LIBERTAD,1829,gdp_sqkm,1651.361827
140000,LAMBAYEQUE,1829,gdp_sqkm,1945.149965
150000,LIMA,1829,gdp_sqkm,3433.051433
160000,LORETO,1829,gdp_sqkm,91.65400915
170000,MADRE DE DIOS,1829,gdp_sqkm,399.5051575
180000,MOQUEGUA,1829,gdp_sqkm,1082.250532
190000,PASCO,1829,gdp_sqkm,699.8053231
200000,PIURA,1829,gdp_sqkm,707.0262686
210000,PUNO,1829,gdp_sqkm,1251.515659
220000,SAN MARTIN,1829,gdp_sqkm,485.1600837
230000,TACNA,1829,gdp_sqkm,676.1123756
240000,TUMBES,1829,gdp_sqkm,362.0006426
250000,UCAYALI,1829,gdp_sqkm,474.0873025
10000,AMAZONAS,1830,gdp_sqkm,573.1415679
20000,ANCASH,1830,gdp_sqkm,1934.651954
30000,APURIMAC,1830,gdp_sqkm,2241.695576
40000,AREQUIPA,1830,gdp_sqkm,1078.36626
50000,AYACUCHO,1830,gdp_sqkm,1191.081552
60000,CAJAMARCA,1830,gdp_sqkm,1659.868923
80000,CUSCO,1830,gdp_sqkm,1442.419449
90000,HUANCAVELICA,1830,gdp_sqkm,1007.795686
100000,HUANUCO,1830,gdp_sqkm,520.0774258
110000,ICA,1830,gdp_sqkm,526.9998231
120000,JUNIN,1830,gdp_sqkm,664.3762368
130000,LA LIBERTAD,1830,gdp_sqkm,1724.002325
140000,LAMBAYEQUE,1830,gdp_sqkm,1970.196928
150000,LIMA,1830,gdp_sqkm,3613.083164
160000,LORETO,1830,gdp_sqkm,92.29383225
170000,MADRE DE DIOS,1830,gdp_sqkm,401.3105388
180000,MOQUEGUA,1830,gdp_sqkm,1100.237195
190000,PASCO,1830,gdp_sqkm,776.5186064
200000,PIURA,1830,gdp_sqkm,720.4557556
210000,PUNO,1830,gdp_sqkm,1274.652225
220000,SAN MARTIN,1830,gdp_sqkm,504.592975
230000,TACNA,1830,gdp_sqkm,753.8071366
240000,TUMBES,1830,gdp_sqkm,366.4988754
250000,UCAYALI,1830,gdp_sqkm,474.3021464
10000,AMAZONAS,1831,gdp_sqkm,569.5236533
20000,ANCASH,1831,gdp_sqkm,1981.022776
30000,APURIMAC,1831,gdp_sqkm,2255.526113
40000,AREQUIPA,1831,gdp_sqkm,1101.525528
50000,AYACUCHO,1831,gdp_sqkm,1208.746816
60000,CAJAMARCA,1831,gdp_sqkm,1674.42582
80000,CUSCO,1831,gdp_sqkm,1477.801083
90000,HUANCAVELICA,1831,gdp_sqkm,1034.816033
100000,HUANUCO,1831,gdp_sqkm,534.9066586
110000,ICA,1831,gdp_sqkm,531.5056997
120000,JUNIN,1831,gdp_sqkm,684.3416977
130000,LA LIBERTAD,1831,gdp_sqkm,1741.770222
140000,LAMBAYEQUE,1831,gdp_sqkm,1912.152702
150000,LIMA,1831,gdp_sqkm,3649.856455
160000,LORETO,1831,gdp_sqkm,92.60832158
170000,MADRE DE DIOS,1831,gdp_sqkm,402.1780597
180000,MOQUEGUA,1831,gdp_sqkm,1112.694389
190000,PASCO,1831,gdp_sqkm,832.814969
200000,PIURA,1831,gdp_sqkm,722.628992
210000,PUNO,1831,gdp_sqkm,1302.147422
220000,SAN MARTIN,1831,gdp_sqkm,510.5242992
230000,TACNA,1831,gdp_sqkm,796.9155989
240000,TUMBES,1831,gdp_sqkm,366.713077
250000,UCAYALI,1831,gdp_sqkm,474.3412089
10000,AMAZONAS,1832,gdp_sqkm,545.9052954
20000,ANCASH,1832,gdp_sqkm,1942.087996
30000,APURIMAC,1832,gdp_sqkm,2170.054351
40000,AREQUIPA,1832,gdp_sqkm,1081.160527
50000,AYACUCHO,1832,gdp_sqkm,1185.307248
60000,CAJAMARCA,1832,gdp_sqkm,1621.060536
80000,CUSCO,1832,gdp_sqkm,1453.824365
90000,HUANCAVELICA,1832,gdp_sqkm,1036.668599
100000,HUANUCO,1832,gdp_sqkm,531.1790919
110000,ICA,1832,gdp_sqkm,546.4783523
